ProID,Info,,time,Value,
GenTime,2021-12-22 20:44:49,,0.0,0.0,
Record Length,87500 Points,,8.0E-5,-0.8,
Sample Interval,8.0E-5 s,,1.6E-4,-0.8,
Trigger Time,0s,,2.4E-4,-0.8,
Source,CH2,,3.2E-4,-3.2,
Vertical Units,(V)/grid,,4.0E-4,-2.4,
Vertical Scale,20.0,,4.8E-4,-2.4,
Vertical Offset,-44,,5.5999996E-4,-1.6,
Horizontal Units,s/grid,,6.4E-4,-1.6,
Horizontal Scale,0.5,,7.2E-4,-1.6,
Probe Atten,10.0,,8.0E-4,-1.6,
,,,0.054959998,-3.2,
,,,0.05504,-2.4,
,,,0.05512,-2.4,
,,,0.0552,-2.4,
,,,0.05528,-2.4,
,,,0.055359997,-2.4,
,,,0.055439997,0.8,
,,,0.055519998,0.0,
,,,0.0556,0.0,
,,,0.05568,-0.8,
,,,0.05576,-0.8,
,,,0.055839997,-0.8,
,,,0.055919997,-0.8,
,,,0.055999998,-0.8,
,,,0.05608,-3.2,
,,,0.05616,-2.4,
,,,0.05624,-2.4,
,,,0.056319997,-2.4,
,,,0.056399997,-2.4,
,,,0.056479998,-2.4,
,,,0.05656,-2.4,
,,,0.05664,0.8,
,,,0.05672,0.0,
,,,0.0568,0.0,
,,,0.056879997,-0.8,
,,,0.056959998,-0.8,
,,,0.05704,-0.8,
,,,0.05712,-0.8,
,,,0.0572,-10.8,
,,,0.05728,-6.4,
,,,0.057359997,-5.6,
,,,0.057439998,-4.8,
,,,0.05752,-4.8,
,,,0.0576,-4.0,
,,,0.05768,19.2,
,,,0.05776,13.2,
,,,0.057839997,9.2,
,,,0.057919998,7.6,
,,,0.058,6.8,
,,,0.05808,6.0,
,,,0.05816,6.0,
,,,0.05824,4.4,
,,,0.058319997,-18.0,
,,,0.058399998,-10.8,
,,,0.05848,-8.8,
,,,0.05856,-8.0,
,,,0.05864,-7.2000003,
,,,0.05872,-6.4,
,,,0.058799997,-6.4,
,,,0.058879998,12.400001,
,,,0.05896,6.0,
,,,0.05904,4.4,
,,,0.05912,3.2,
,,,0.0592,2.4,
,,,0.059279997,2.4,
,,,0.059359998,2.4,
,,,0.059439998,-12.400001,
,,,0.05952,-8.8,
,,,0.0596,-7.2000003,
,,,0.05968,-6.4,
,,,0.059759997,-5.6,
,,,0.059839997,-5.6,
,,,0.059919998,-4.8,
,,,0.06,-4.8,
,,,0.06008,5.2000003,
,,,0.06016,2.4,
,,,0.060239997,2.4,
,,,0.060319997,1.6,
,,,0.060399998,0.8,
,,,0.06048,0.8,
,,,0.06056,0.8,
,,,0.06064,-8.0,
,,,0.060719997,-6.4,
,,,0.060799997,-4.8,
,,,0.060879998,-4.8,
,,,0.06096,-4.0,
,,,0.06104,-3.2,
,,,0.06112,-3.2,
,,,0.061199997,6.0,
,,,0.061279997,4.4,
,,,0.061359998,2.4,
,,,0.06144,1.6,
,,,0.06152,1.6,
,,,0.0616,0.8,
,,,0.06168,0.8,
,,,0.061759997,0.8,
,,,0.061839998,-5.6,
,,,0.06192,-4.0,
,,,0.062,-3.2,
,,,0.06208,-3.2,
,,,0.06216,-2.4,
,,,0.062239997,-1.6,
,,,0.062319998,-1.6,
,,,0.0624,3.2,
